Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
fis-kurd-20-ember-steel,F# Kurd 20 - Ember Steel - 440Hz,"<p>Please note: We have a number of lonely shells and instruments for sale at the moment, the instrument shown in the picture is the exact instrument for sale. This is a one-off and/or prototype.</p><p>The F# Kurd 20 is the classic Kurd in a 20 note layout. The Kurd scale caused a revolution in the handpan world, transforming a 9 note hexatonic layouts into expansive, versatile musical ecosystems. This scale is known for its deep emotional minor qualities. With this 20 note version we push this legendary scale to new heights. This extended instrument offers a huge range on the top, and includes deep and resonant bottom notes at the same time. It provides maximum creative freedom, allowing experienced players to explore complex chord progressions, deep bass movements and rich harmonic tension.</p><p>Whether composing intricate soundscapes or seeking profound emotional expression, the new F# Kurd 20 is not just an instrument, it's a limitless musical ecosystem.</p><p>F# Kurd 20 - Ember Steel - Flash Sale</p><p>Full extended F# minor scale</p><p>We need to pack your instrument in a proper handpan case in order</p><p>for your instrument to arrive safely.</p><p>Please choose a bag</p><p>75.00 -</p><p>Ayasa Soft Case</p><p>200.00 -</p><p>Evatek 2.0 HCT Woodbine</p><p>200.00 -</p><p>Evatek 2.0 HCT Blue Moon</p><p>200.00 -</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>(out of stock)</p><p>200.00 -</p><p>Evatek 2.0 HCT Stonewash</p><p>200.00 -</p><p>Evatek 2.0 HCT Cayenne</p><p>200.00 -</p><p>Evatek 2.0 HCT Black</p><p>200.00 -</p><p>Evatek 2.0 HCT Mustang</p><p>250.00 -</p><p>HCT Cargo Hardcase</p><p>(out of stock)</p>",Ayasa Instruments,Handpan,"instrument, free-tshirt",TRUE,Title,Default Title,,5000,shopify,1,deny,manual,4600.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/LAZz2xPzvy1QFyefukGscmmXPK90C8M8L5XSdSbW.png,1,F# Kurd 20 - Ember Steel - 440Hz,active
fis-kurd-20-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/t8PDcyGCZxOzU8tLo685xBZLkC6vBbkc9VpWXsUV.png,2,F# Kurd 20 - Ember Steel - 440Hz,
fis-kurd-20-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/coPcteagye9HIcFHD64H91qrlu7cWmmLL2QO3laf.png,3,F# Kurd 20 - Ember Steel - 440Hz,
b2-aavartan-17-ember-steel,B2 Aavartan 17 - Ember Steel - 440Hz,"<p>Āvartan (Aavartan) is a Sanskrit term meaning ""turn,"" ""rotation,"" or ""cycle"". In Indian classical music and dance, it specifically refers to one complete cycle of a tāla (rhythmic pattern), serving as the fundamental repeating unit that structures a performance. A tāla is a sequence of beats or counts, and an āvartan is the completion of that entire sequence, from the first beat back to itself.</p><p>Dedicated video coming soon</p><p>B2 Aavartan 17 - Ember Steel</p><p>B Major Scale</p><p>We need to pack your instrument in a proper handpan case in order</p><p>for your instrument to arrive safely.</p><p>Please choose a bag</p><p>75.00 -</p><p>Ayasa Soft Case</p><p>200.00 -</p><p>Evatek 2.0 HCT Woodbine</p><p>200.00 -</p><p>Evatek 2.0 HCT Blue Moon</p><p>200.00 -</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>(out of stock)</p><p>200.00 -</p><p>Evatek 2.0 HCT Stonewash</p><p>200.00 -</p><p>Evatek 2.0 HCT Cayenne</p><p>200.00 -</p><p>Evatek 2.0 HCT Black</p><p>200.00 -</p><p>Evatek 2.0 HCT Mustang</p><p>250.00 -</p><p>HCT Cargo Hardcase</p><p>(out of stock)</p>",Ayasa Instruments,Handpan,"instrument, free-tshirt",TRUE,Title,Default Title,,5000,shopify,1,deny,manual,4600.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/Bv3r2YmaOAd5MtQtWGDEwQwtkMY1wd1M5wVBegmv.png,1,B2 Aavartan 17 - Ember Steel - 440Hz,active
b2-aavartan-17-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/IfC2rwg3ShhsQKcGRuAlj6GENIE47DPejBbzhINk.png,2,B2 Aavartan 17 - Ember Steel - 440Hz,
b2-aavartan-17-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/qYieKBXxHZqnsbSAyceOCgYsI2pPMuyJtPfGZLB7.png,3,B2 Aavartan 17 - Ember Steel - 440Hz,
d-kurd-14-ember-steel,D Kurd 14 - Ember Steel - 440Hz,"<p>The D-Kurd is without hesitation the most classic handpan scale available. And for good reason, it can be both deep and dark or bright and happy. The choice of notes and layout of the scale makes it very intuitive to play and versatile at the same time. With this scale you have the full diatonic D minor scale.</p><p>D minor (and if you would start from the F, it is also F major) is a very popular scale in music, this makes the D Kurd a great model for jamming with other musicians. It contains all the white keys on the piano except for the B, which is a Bb in this scale. Most of the online handpan courses are also made with the D Kurd, so you can play together along the instruction videos. It is an excellent beginners model, but at the same time it will give enough options to play, due to being a very versatile scale. All in all, you can never go wrong with the D Kurd.</p><p>D Kurd 14 - Ember Steel</p><p>Full extended D minor scale</p><p>We need to pack your instrument in a proper handpan case in order</p><p>for your instrument to arrive safely.</p><p>Please choose a bag</p><p>75.00 -</p><p>Ayasa Soft Case</p><p>200.00 -</p><p>Evatek 2.0 HCT Woodbine</p><p>200.00 -</p><p>Evatek 2.0 HCT Blue Moon</p><p>200.00 -</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>(out of stock)</p><p>200.00 -</p><p>Evatek 2.0 HCT Stonewash</p><p>200.00 -</p><p>Evatek 2.0 HCT Cayenne</p><p>200.00 -</p><p>Evatek 2.0 HCT Black</p><p>200.00 -</p><p>Evatek 2.0 HCT Mustang</p><p>250.00 -</p><p>HCT Cargo Hardcase</p><p>(out of stock)</p>",Ayasa Instruments,Handpan,"instrument, free-tshirt",TRUE,Title,Default Title,,5000,shopify,1,deny,manual,3300.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/TZjaIMSWkXX2VGEuYymPGe1QSr9XoZbEo768fiF5.png,1,D Kurd 14 - Ember Steel - 440Hz,active
d-kurd-14-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/rdJWrr1iGhXCSaiMGY2PLW2vkJV0Jv9txBZYAqIz.png,2,D Kurd 14 - Ember Steel - 440Hz,
d-kurd-14-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/4ItYMPD7q1RANsn5YqJNRXOZRiaD2baBYIfiC5ad.png,3,D Kurd 14 - Ember Steel - 440Hz,
d-kurd-14-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/x0klHBrgCjhbRlj17sj8rniIYGIcTAEMn2HualMe.png,4,D Kurd 14 - Ember Steel - 440Hz,
d-kurd-14-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/NHQ9gq9U6qQYvPEiBCx3dfQeiLfsnKs4nSWkhEQA.png,5,D Kurd 14 - Ember Steel - 440Hz,
e-amara-20-ember-steel,E-Amara 20 Ember Steel - 440Hz,"<p>The E Amara 20 Ember Steel is one of our favorite extended models that we have been perfecting over a long period of time. With this scale you have the full diatonic E minor scale and with the low bottom notes, going all the way down to C3, you are also able to play in all the seven musical modes and make deep chords.</p><p>E minor (and if you would start from the G, it is also G major) is a very popular scale in music, this makes the E Amara a great model for jamming with other musicians. It contains all the white keys on the piano except for the F which is an F# in this scale.</p><p>A side note: the patina on most ember steel handpans is not stable and the instruments are likely to change colour. This does not affect the sound or tuning, it just creates a vintage look.</p>",Ayasa Instruments,Handpan,"instrument, free-tshirt",TRUE,Title,Default Title,,5000,shopify,1,deny,manual,4800.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/0AasuLa7YJWLLhP1k6KIMr9Z5TNG5pcPcgZRnr7R.png,1,E-Amara 20 Ember Steel - 440Hz,active
e-amara-20-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/1kQz3t1efp0iMQe8hRtkHf21QdsecwsrPyzIfrRs.png,2,E-Amara 20 Ember Steel - 440Hz,
e-amara-20-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/zNsjI9bxhw6tOAAmE9EG9toGaJJ3Dl739y4gX59s.png,3,E-Amara 20 Ember Steel - 440Hz,
e-amara-20-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/68I1G5Js52HpvunLnnbs8h1bkFCiVcQlb0xjpRcu.png,4,E-Amara 20 Ember Steel - 440Hz,
e-amara-20-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/6PLyUaijdh9ZbNcK587wJOB2jo50GF1Qd0xreouI.png,5,E-Amara 20 Ember Steel - 440Hz,
e-amara-20-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/CN73VVbEu9V3Zjn2z8ooFhekc2hMsRadlTVxH1GQ.png,6,E-Amara 20 Ember Steel - 440Hz,
e-equinox-19-ember-steel,E Equinox 19 - Ember Steel - 440Hz,"<p>Please note: We have a number of lonely shells and instruments for sale at the moment, the instrument shown in the picture is the exact instrument for sale. This is a one-off and/or prototype.</p><p>The Equinox is essentially a natural minor scale (Aeolian mode) that intentionally omits the 4th degree. This missing 4th note gives the scale a more ""open"" and less tension-heavy feel compared to a standard minor scale. The name ""Equinox"" isn't random. It represents a perfect balance between light and dark. While it is grounded in a darker, meditative minor tone, the layout makes it incredibly easy to naturally slip into the brighter relative major key.</p><p>E Equinox 19 - Ember Steel - Flash Sale</p><p>E Minor Scale</p><p>We need to pack your instrument in a proper handpan case in order</p><p>for your instrument to arrive safely.</p><p>Please choose a bag</p><p>75.00 -</p><p>Ayasa Soft Case</p><p>200.00 -</p><p>Evatek 2.0 HCT Woodbine</p><p>200.00 -</p><p>Evatek 2.0 HCT Blue Moon</p><p>200.00 -</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>(out of stock)</p><p>200.00 -</p><p>Evatek 2.0 HCT Stonewash</p><p>200.00 -</p><p>Evatek 2.0 HCT Cayenne</p><p>200.00 -</p><p>Evatek 2.0 HCT Black</p><p>200.00 -</p><p>Evatek 2.0 HCT Mustang</p><p>250.00 -</p><p>HCT Cargo Hardcase</p><p>(out of stock)</p>",Ayasa Instruments,Handpan,"instrument, free-tshirt",TRUE,Title,Default Title,,5000,shopify,1,deny,manual,4500.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/nzQFRqJwj4M8Nq69bpMz3WGeAMg9n24TCHkH37TZ.png,1,E Equinox 19 - Ember Steel - 440Hz,active
e-equinox-19-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/FYGVtOZ4TOwDQ199bizoAqYOgN0PQiYB7xdJptHK.png,2,E Equinox 19 - Ember Steel - 440Hz,
e-equinox-19-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/PPp3yNQqZMPp4ogpowZyTquis9zZ8MaoUTaMSshw.png,3,E Equinox 19 - Ember Steel - 440Hz,
e-asha-20-ember-steel,E Asha 20 Ember Steel - 440Hz,"<p>Please note: We have a number of lonely shells and instruments for sale at the moment, the instrument shown in the picture is the exact instrument for sale. This is a one-off and/or prototype.</p><p>With the Ding at E3, the scale naturally wants to resolve to E Major, giving it a bright, triumphant, and uplifting feel. However, because of the A3 on the tone circle, you can easily pivot the tonal center to play in A Lydian for a dreamier, floating atmosphere. The Bass Notes (C#3, D#3) drop below the central E3 Ding. Having a C#3 allows you to play a deep, resonant C# Minor chord (the relative minor of E Major), which adds a beautiful melancholic contrast to the bright top shell.</p><p>E Asha 20 - Ember Steel - Flash Sale</p><p>Extended E Major Scale</p><p>We need to pack your instrument in a proper handpan case in order</p><p>for your instrument to arrive safely.</p><p>Please choose a bag</p><p>75.00 -</p><p>Ayasa Soft Case</p><p>200.00 -</p><p>Evatek 2.0 HCT Woodbine</p><p>200.00 -</p><p>Evatek 2.0 HCT Blue Moon</p><p>200.00 -</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>(out of stock)</p><p>200.00 -</p><p>Evatek 2.0 HCT Stonewash</p><p>200.00 -</p><p>Evatek 2.0 HCT Cayenne</p><p>200.00 -</p><p>Evatek 2.0 HCT Black</p><p>200.00 -</p><p>Evatek 2.0 HCT Mustang</p><p>250.00 -</p><p>HCT Cargo Hardcase</p><p>(out of stock)</p>",Ayasa Instruments,Handpan,"instrument, free-tshirt",TRUE,Title,Default Title,,5000,shopify,1,deny,manual,4500.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/XK3S5zqb5QgA6VvGkTG72w6dv0tkRBfulq1KIlEw.png,1,E Asha 20 Ember Steel - 440Hz,active
e-asha-20-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/vLPk5wFkxRBCggHc5L0ycW6Yum38NwLIFYGtSQHv.png,2,E Asha 20 Ember Steel - 440Hz,
e-asha-20-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/aQQmoyOqECYOtRgB36SpmxR7P1qjB5PhI7G9JdDf.png,3,E Asha 20 Ember Steel - 440Hz,
d-kurd-13-ember-steel,D Kurd 13 - Ember Steel - 440Hz,"<p>The D-Kurd is without hesitation the most classic handpan scale available. And for good reason, it can be both deep and dark or bright and happy. The choice of notes and layout of the scale makes it very intuitive to play and versatile at the same time. With this scale you have the full diatonic D minor scale.</p><p>D minor (and if you would start from the F, it is also F major) is a very popular scale in music, this makes the D Kurd a great model for jamming with other musicians. It contains all the white keys on the piano except for the B, which is a Bb in this scale. Most of the online handpan courses are also made with the D Kurd, so you can play together along the instruction videos. It is an excellent beginners model, but at the same time it will give enough options to play, due to being a very versatile scale. All in all, you can never go wrong with the D Kurd.</p><p>A side note: the patina on most ember steel handpans is not stable and the instruments are likely to change colour. This does not affect the sound or tuning, it just creates a vintage look.</p><p>D Kurd 13 - Ember Steel</p><p>Ships</p><p>on 30-07-2026</p><p>Full extended D minor scale</p><p>We need to pack your instrument in a proper handpan case in order</p><p>for your instrument to arrive safely.</p><p>Please choose a bag</p><p>75.00 -</p><p>Ayasa Soft Case</p><p>200.00 -</p><p>Evatek 2.0 HCT Woodbine</p><p>200.00 -</p><p>Evatek 2.0 HCT Blue Moon</p><p>200.00 -</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>(out of stock)</p><p>200.00 -</p><p>Evatek 2.0 HCT Stonewash</p><p>200.00 -</p><p>Evatek 2.0 HCT Cayenne</p><p>200.00 -</p><p>Evatek 2.0 HCT Black</p><p>200.00 -</p><p>Evatek 2.0 HCT Mustang</p><p>250.00 -</p><p>HCT Cargo Hardcase</p><p>(out of stock)</p>",Ayasa Instruments,Handpan,"instrument, ships:2026-07-30, free-tshirt",TRUE,Title,Default Title,,5000,shopify,0,continue,manual,3200.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/ipUwqfgWvX9nnHcmTiMkWJDl2Blv97MZFMMmv19F.png,1,D Kurd 13 - Ember Steel - 440Hz,active
d-kurd-13-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/3jtrTpPrXFeNl63n6i1pmvYCW3dWqlTQnibzMu2S.png,2,D Kurd 13 - Ember Steel - 440Hz,
d-kurd-13-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/MMeTyf1laUCSpmHO6ZC04mbMTgcpU290Gzv70SAA.png,3,D Kurd 13 - Ember Steel - 440Hz,
d-kurd-13-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/6rcphq59960zXOEQU4uF9wgE1R64G7THWA5qStzv.png,4,D Kurd 13 - Ember Steel - 440Hz,
d-kurd-13-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/DbHgFVOhAoNvNeKIF283miTzYvIfD2DD3ifSDaDN.png,5,D Kurd 13 - Ember Steel - 440Hz,
c-ashakiran-17-ember-steel,C Ashakiran 17 - Ember Steel - 440Hz,"<p>The C Ashakiran 17 is the most popular extended major scale around and is a little lower than the D Ashakiran. The uplifting and happy mood of the instrument makes it easy and fun to play. The Ashakiran can also add a touch of melancholy. This makes it a very versatile scale to play. The bottom notes complete the instrument.</p><p>A side note: the patina on most ember steel handpans is not stable and the instruments are likely to change colour. This does not affect the sound or tuning, it just creates a vintage look.</p><p>C Ashakiran 17 - Ember Steel</p><p>Ships</p><p>on 14-09-2026</p><p>Full extended C major scale</p><p>We need to pack your instrument in a proper handpan case in order</p><p>for your instrument to arrive safely.</p><p>Please choose a bag</p><p>75.00 -</p><p>Ayasa Soft Case</p><p>200.00 -</p><p>Evatek 2.0 HCT Woodbine</p><p>200.00 -</p><p>Evatek 2.0 HCT Blue Moon</p><p>200.00 -</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>(out of stock)</p><p>200.00 -</p><p>Evatek 2.0 HCT Stonewash</p><p>200.00 -</p><p>Evatek 2.0 HCT Cayenne</p><p>200.00 -</p><p>Evatek 2.0 HCT Black</p><p>200.00 -</p><p>Evatek 2.0 HCT Mustang</p><p>250.00 -</p><p>HCT Cargo Hardcase</p><p>(out of stock)</p>",Ayasa Instruments,Handpan,"instrument, ships:2026-09-14, free-tshirt",TRUE,Title,Default Title,,5000,shopify,0,continue,manual,4600.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/vk49RyKGuCphCWtgmPcnOBVqrwLGgDfB5hy324G2.png,1,C Ashakiran 17 - Ember Steel - 440Hz,active
c-ashakiran-17-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/sygF40oNneGu0QfFF2HG9qiYejOsJZS9kZ9iLWPP.png,2,C Ashakiran 17 - Ember Steel - 440Hz,
c-ashakiran-17-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/Pe3fxBy5koHYMUAsahTbjhjuFuh7g43LvKjQNkJb.png,3,C Ashakiran 17 - Ember Steel - 440Hz,
c-ashakiran-17-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/lkjL7PAfs1Orw6tMQG8RU2BsmxQr1ixY6XLrhR6c.png,4,C Ashakiran 17 - Ember Steel - 440Hz,
c-ashakiran-17-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/1kSnrav2etjfaPKuMRVgW3EbaAupTcRPD5HOk8Es.png,5,C Ashakiran 17 - Ember Steel - 440Hz,
